"code","buy","overweight","hold","underweight","sell","high","median","low","avearge","current","sys_load_time"
"RIO","5","0","0","1","0","$74.79","$69.00","$63.45","$69.08","$103.00","2020-08-03 17:40:11.977643+10"
"OZL","8","2","4","1","1","$15.00","$13.70","$9.00","$13.01","$13.87","2020-08-03 17:40:12.073901+10"
"RRL","3","0","5","2","4","$6.50","$5.35","$4.10","$5.32","$5.79","2020-08-03 17:40:12.159227+10"
"PRU","3","0","1","0","2","$1.95","$1.60","$1.25","$1.60","$1.54","2020-08-03 17:40:12.403113+10"
"SGP","5","0","3","1","0","$4.38","$3.56","$3.16","$3.72","$3.20","2020-08-03 17:40:12.609742+10"
"SEK","6","0","4","1","1","$30.60","$21.60","$15.55","$22.04","$21.18","2020-08-03 17:40:12.663302+10"
"SBM","4","0","3","0","1","$4.30","$3.68","$3.00","$3.68","$3.47","2020-08-03 17:40:13.05452+10"
"SGM","2","1","6","1","0","$10.20","$8.58","$7.90","$8.67","$7.98","2020-08-03 17:40:13.099114+10"
"SKC","7","0","2","0","1","$3.50","$3.10","$2.40","$3.07","$2.23","2020-08-03 17:40:13.283993+10"
"SHL","5","1","6","0","1","$34.50","$32.40","$28.00","$31.63","$32.50","2020-08-03 17:40:13.564413+10"
"SKI","2","1","3","0","0","$2.56","$2.22","$2.03","$2.26","$2.27","2020-08-03 17:40:13.653045+10"
"SUL","0","0","0","0","0"," "," "," "," ","$8.79","2020-08-03 17:40:14.242416+10"
"VRT","0","0","0","0","0"," "," "," "," ","$2.86","2020-08-04 17:40:12.738755+10"
"ALQ","0","0","0","0","0"," "," "," "," ","$8.75","2020-08-04 16:40:06.024045+10"
"AWC","8","0","2","0","1","$1.47","$1.36","$0.93","$1.32","$1.56","2020-08-04 16:40:06.430809+10"
"APT","5","0","6","0","1","$101.00","$70.07","$27.00","$68.76","$70.80","2020-08-04 16:40:13.778102+10"
"APX","7","1","2","0","0","$42.56","$33.94","$30.00","$34.53","$37.50","2020-08-04 16:40:23.547332+10"
"ABP","","","","","","","","","","","2020-08-04 16:40:53.76467+10"
"AX1","","","","","","","","","","","2020-08-04 16:40:54.849247+10"
"AHY","2","1","1","0","0","$1.30","$1.25","$1.02","$1.19","$0.94","2020-08-04 16:40:57.53327+10"
"ALL","13","0","0","0","0","$36.10","$29.80","$28.00","$30.47","$27.60","2020-08-04 16:40:59.620467+10"
"ASX","0","0","0","1","8","$86.67","$73.00","$65.00","$73.67","$84.87","2020-08-04 16:41:00.094236+10"
"AMA","","","","","","","","","","","2020-08-04 16:41:00.916456+10"
"ALX","2","0","5","0","0","$7.20","$6.88","$6.35","$6.84","$6.70","2020-08-04 16:41:02.258535+10"
"AIA","2","0","4","0","2","$7.00","$6.45","$5.70","$6.34","$5.79","2020-08-04 16:41:03.906784+10"
"AYS","","","","","","","","","","","2020-08-04 16:41:06.071651+10"
"AMI","2","1","0","0","0","$0.75","$0.70","$0.55","$0.67","$0.56","2020-08-04 16:41:07.220604+10"
"ADI","","","","","","","","","","","2020-08-04 16:41:07.814392+10"
"APE","","","","","","","","","","","2020-08-04 16:41:09.467114+10"
"ARF","","","","","","","","","","","2020-08-04 16:41:17.909161+10"
"BGL","4","0","0","0","0","$1.55","$1.36","$1.30","$1.39","$1.06","2020-08-04 16:41:27.38691+10"
"BHP","9","0","5","1","0","$59.70","$55.08","$38.38","$54.10","$37.91","2020-08-04 16:41:38.931494+10"
"BSL","6","0","3","1","1","$17.50","$12.68","$10.00","$13.14","$11.70","2020-08-04 16:41:41.255136+10"
"AUB","","","","","","","","","","","2020-08-04 16:41:43.887875+10"
"BKL","0","0","0","0","0"," "," "," "," ","$72.00","2020-08-04 16:41:44.002913+10"
"BLD","2","0","6","0","2","$5.00","$4.05","$3.25","$3.96","$3.69","2020-08-04 16:41:51.675912+10"
"BKW","3","2","1","0","0","$19.00","$17.86","$13.56","$17.35","$16.60","2020-08-04 16:42:03.180541+10"
"API","","","","","","","","","","","2020-08-04 16:42:05.570955+10"
"BBN","","","","","","","","","","","2020-08-04 16:42:05.946335+10"
"AVN","","","","","","","","","","","2020-08-04 16:42:06.887566+10"
"BWX","3","1","3","0","0","$5.20","$4.20","$3.29","$4.24","$4.17","2020-08-04 16:42:08.10986+10"
"BAP","","","","","","","","","","","2020-08-04 16:42:19.061078+10"
"BIN","","","","","","","","","","","2020-08-04 16:42:54.499565+10"
"CGF","1","1","9","0","1","$7.50","$5.13","$3.70","$5.11","$4.40","2020-08-04 16:42:56.618746+10"
"BVS","","","","","","","","","","","2020-08-04 16:42:59.524203+10"
"CHC","7","0","0","0","1","$12.54","$11.30","$6.42","$10.57","$10.77","2020-08-04 16:43:02.082677+10"
"BWP","","","","","","","","","","","2020-08-04 16:43:07.934868+10"
"BUB","","","","","","","","","","","2020-08-04 16:43:08.410073+10"
"CQE","5","0","0","0","0","$3.20","$2.98","$2.79","$2.99","$2.37","2020-08-04 16:43:10.61952+10"
"CNU","1","0","2","0","1","$7.70","$7.18","$6.50","$7.14","$6.93","2020-08-04 16:43:10.906761+10"
"CIM","3","0","2","1","0","$34.00","$23.20","$21.70","$26.78","$21.99","2020-08-04 16:43:12.643053+10"
"CWP","","","","","","","","","","","2020-08-04 16:43:13.325587+10"
"CNI","","","","","","","","","","","2020-08-04 16:43:13.327963+10"
"CIP","","","","","","","","","","","2020-08-04 16:43:15.352451+10"
"CUV","1","0","0","0","0","$32.15","$32.15","$32.15","$32.15","$21.78","2020-08-04 16:43:15.397905+10"
"COF","","","","","","","","","","","2020-08-04 16:43:15.399931+10"
"CDA","3","1","1","0","0","$9.00","$8.50","$8.44","$8.65","$8.25","2020-08-04 16:43:17.894366+10"
"CBA","2","0","5","1","6","$78.00","$66.40","$50.45","$66.71","$71.50","2020-08-04 16:43:18.568518+10"
"CPU","5","1","2","0","2","$11.36","$9.73","$6.90","$9.41","$13.88","2020-08-04 16:43:20.193638+10"
"COE","6","0","3","0","0","$0.65","$0.50","$0.40","$0.53","$0.38","2020-08-04 16:43:21.046993+10"
"CTD","4","0","4","0","1","$13.75","$12.97","$6.00","$11.67","$8.30","2020-08-04 16:43:21.285426+10"
"COL","7","0","4","1","0","$20.50","$18.15","$14.68","$17.74","$18.91","2020-08-04 16:43:21.689676+10"
"CLW","","","","","","","","","","","2020-08-04 16:43:25.387255+10"
"CGC","5","1","1","0","0","$3.80","$3.40","$2.87","$3.40","$3.01","2020-08-04 16:43:25.443756+10"
"CQR","","","","","","","","","","","2020-08-04 16:43:25.573304+10"
"DCN","2","0","2","0","1","$0.50","$0.40","$0.22","$0.36","$0.35","2020-08-04 16:43:27.984928+10"
"CWN","7","1","3","0","0","$12.00","$10.40","$8.50","$10.28","$9.16","2020-08-04 16:43:30.475804+10"
"DMP","2","1","4","0","4","$70.00","$63.22","$40.00","$60.23","$75.43","2020-08-04 16:43:31.987459+10"
"CSR","4","0","4","2","2","$4.77","$3.86","$3.10","$3.87","$3.60","2020-08-04 16:43:33.085935+10"
"DOW","4","1","4","0","0","$6.92","$4.61","$4.34","$4.93","$4.17","2020-08-04 16:43:33.17279+10"
"DXS","0","0","0","0","0"," "," "," "," ","$8.58","2020-08-04 16:43:33.635394+10"
"EML","3","1","1","0","0","$4.31","$4.20","$3.66","$4.11","$3.07","2020-08-04 16:43:39.649504+10"
"EVN","2","0","4","0","8","$7.00","$5.33","$4.08","$5.37","$5.90","2020-08-04 16:43:52.156047+10"
"FBU","2","1","10","0","0","$5.50","$3.86","$3.55","$4.04","$3.19","2020-08-04 16:43:57.936535+10"
"CKF","","","","","","","","","","","2020-08-04 16:44:00.129385+10"
"FNP","2","0","3","0","0","$8.24","$4.33","$2.60","$4.64","$3.01","2020-08-04 16:44:02.706248+10"
"FMG","2","0","14","0","2","$12.91","$9.53","$6.91","$9.92","$18.16","2020-08-04 16:44:15.238908+10"
"CCP","","","","","","","","","","","2020-08-04 16:44:15.925771+10"
"DTL","","","","","","","","","","","2020-08-04 16:44:16.739998+10"
"GMG","3","0","4","1","1","$18.75","$16.59","$11.25","$15.76","$17.16","2020-08-04 16:44:21.26459+10"
"DHG","","","","","","","","","","","2020-08-04 16:44:22.996172+10"
"GOR","4","1","1","0","1","$2.15","$2.00","$1.80","$1.97","$1.85","2020-08-04 16:44:23.77368+10"
"GPT","7","0","0","1","1","$5.43","$4.70","$4.15","$4.64","$3.93","2020-08-04 16:44:28.967705+10"
"EHE","","","","","","","","","","","2020-08-04 16:44:31.94679+10"
"FXL","","","","","","","","","","","2020-08-04 16:44:40.645996+10"
"GDI","","","","","","","","","","","2020-08-04 16:44:49.450153+10"
"GMA","","","","","","","","","","","2020-08-04 16:44:56.311755+10"
"IAG","5","1","5","0","1","$6.55","$6.10","$4.70","$5.93","$5.21","2020-08-04 16:44:58.275454+10"
"GEM","","","","","","","","","","","2020-08-04 16:44:58.896303+10"
"IFL","2","0","4","0","1","$5.50","$4.70","$4.20","$4.79","$4.50","2020-08-04 16:45:00.941688+10"
"IFN","1","0","4","0","0","$0.92","$0.89","$0.52","$0.83","$0.92","2020-08-04 16:45:03.166577+10"
"IGO","7","1","6","1","2","$6.00","$5.33","$3.50","$5.11","$4.74","2020-08-04 16:45:07.408009+10"
"ILU","5","0","4","0","0","$11.00","$10.00","$8.90","$9.97","$9.43","2020-08-04 16:45:10.351249+10"
"HPI","","","","","","","","","","","2020-08-04 16:45:11.075974+10"
"HT1","","","","","","","","","","","2020-08-04 16:45:12.545769+10"
"IMD","3","0","1","0","0","$1.51","$1.40","$1.30","$1.40","$1.37","2020-08-04 16:45:12.786011+10"
"INA","1","0","0","0","0","$5.25","$5.25","$5.25","$5.25","$4.66","2020-08-04 16:45:13.478475+10"
"HSN","","","","","","","","","","","2020-08-04 16:45:13.553803+10"
"INR","1","0","0","0","0","$0.50","$0.50","$0.50","$0.50","$0.13","2020-08-04 16:45:15.018572+10"
"HUB","","","","","","","","","","","2020-08-04 16:45:15.64712+10"
"IAP","","","","","","","","","","","2020-08-04 16:45:20.30809+10"
"IRE","0","0","0","0","0"," "," "," "," ","$10.41","2020-08-04 16:45:20.464492+10"
"ITG","1","0","0","0","0","$0.49","$0.49","$0.49","$0.49","$0.30","2020-08-04 16:45:22.465931+10"
"IFM","","","","","","","","","","","2020-08-04 16:45:22.969039+10"
"JBH","1","0","8","0","4","$48.20","$41.00","$34.20","$40.61","$44.08","2020-08-04 16:45:24.406706+10"
"JHC","0","0","0","0","0"," "," "," "," ","$0.47","2020-08-04 16:45:25.18079+10"
"IGL","","","","","","","","","","","2020-08-04 16:45:26.258209+10"
"JMS","4","0","0","0","0","$0.53","$0.44","$0.35","$0.44","$0.29","2020-08-04 16:45:26.518184+10"
"KAR","4","0","0","0","0","$1.50","$1.38","$1.14","$1.35","$0.74","2020-08-04 16:45:27.957755+10"
"KGN","2","0","2","0","0","$20.00","$15.19","$12.10","$15.62","$18.86","2020-08-04 16:45:28.735134+10"
"LNK","5","0","1","1","1","$5.90","$4.63","$3.50","$4.65","$4.01","2020-08-04 16:45:31.8432+10"
"LYC","5","1","0","0","0","$4.50","$3.00","$2.40","$3.20","$2.46","2020-08-04 16:45:35.611534+10"
"IPH","","","","","","","","","","","2020-08-04 16:45:37.329923+10"
"MFG","0","0","0","0","0"," "," "," "," ","$62.67","2020-08-04 16:45:39.506254+10"
"ING","","","","","","","","","","","2020-08-04 16:45:39.541732+10"
"MGR","5","1","3","0","0","$2.80","$2.59","$2.23","$2.55","$2.16","2020-08-04 16:45:41.849516+10"
"MIN","1","0","5","0","0","$26.50","$20.23","$18.80","$21.86","$26.84","2020-08-04 16:45:43.57849+10"
"MLD","0","0","0","0","0"," "," "," "," ","$0.90","2020-08-04 16:45:43.686685+10"
"MMS","0","0","0","0","0"," "," "," "," ","$8.95","2020-08-04 16:45:45.53325+10"
"ISX","","","","","","","","","","","2020-08-04 16:45:45.88265+10"
"MND","4","1","5","2","2","$14.35","$11.16","$9.35","$11.71","$8.26","2020-08-04 16:45:46.079673+10"
"IVC","","","","","","","","","","","2020-08-04 16:45:47.285368+10"
"MPL","3","0","5","0","1","$3.60","$2.96","$2.70","$2.98","$2.89","2020-08-04 16:45:47.729856+10"
"MQG","8","0","5","1","0","$150.00","$127.32","$105.00","$127.71","$125.24","2020-08-04 16:45:49.979492+10"
"LIC","","","","","","","","","","","2020-08-04 16:45:52.260583+10"
"MYR","2","0","0","0","0","$0.65","$0.48","$0.30","$0.48","$0.20","2020-08-04 16:45:52.690599+10"
"MTS","6","0","3","2","0","$3.60","$3.13","$2.90","$3.15","$2.85","2020-08-04 16:45:53.513086+10"
"JIN","","","","","","","","","","","2020-08-04 16:45:53.901806+10"
"NAB","9","1","2","0","1","$8.60","$7.31","$6.09","$7.24","$17.14","2020-08-04 16:45:56.125021+10"
"NAN","2","0","0","1","0","$7.50","$6.92","$6.00","$6.81","$6.32","2020-08-04 16:45:56.51918+10"
"NCM","4","1","7","1","1","$29.21","$26.08","$20.06","$25.29","$35.60","2020-08-04 16:45:59.068207+10"
"LOV","","","","","","","","","","","2020-08-04 16:45:59.311905+10"
"NCZ","3","0","0","0","0","$0.50","$0.50","$0.48","$0.49","$0.21","2020-08-04 16:46:01.522359+10"
"NEA","7","0","0","0","0","$3.25","$2.60","$2.30","$2.73","$2.39","2020-08-04 16:46:01.693433+10"
"NHC","1","2","2","0","1","$2.50","$1.60","$1.10","$1.66","$1.29","2020-08-04 16:46:04.06739+10"
"NIC","4","0","1","0","0","$0.77","$0.72","$0.53","$0.69","$0.59","2020-08-04 16:46:09.477546+10"
"NUF","5","0","4","0","3","$6.74","$4.90","$4.60","$5.20","$4.04","2020-08-04 16:46:16.841171+10"
"MNY","","","","","","","","","","","2020-08-04 16:46:32.619986+10"
"MYS","","","","","","","","","","","2020-08-04 16:46:35.473376+10"
"NXT","7","0","4","0","0","$15.37","$11.35","$10.00","$11.98","$12.01","2020-08-04 16:46:36.209546+10"
"OFX","0","0","1","0","0","$1.70","$1.70","$1.70","$1.70","$1.20","2020-08-04 16:46:38.307128+10"
"NCK","","","","","","","","","","","2020-08-04 16:46:38.980678+10"
"ORA","1","0","10","0","0","$3.30","$2.73","$2.52","$2.79","$2.33","2020-08-04 16:46:40.853089+10"
"MVF","","","","","","","","","","","2020-08-04 16:46:42.707263+10"
"ORG","9","1","2","0","0","$8.45","$6.95","$5.70","$6.95","$5.72","2020-08-04 16:46:42.96658+10"
"NEC","","","","","","","","","","","2020-08-04 16:46:44.234858+10"
"ORI","6","0","4","1","0","$20.75","$18.50","$15.55","$18.35","$17.31","2020-08-04 16:46:45.048345+10"
"OSH","9","1","5","0","0","$19.55","$13.50","$9.95","$13.37","$3.01","2020-08-04 16:46:45.672162+10"
"OZL","8","2","4","1","1","$15.00","$13.70","$9.00","$13.01","$13.99","2020-08-04 16:46:46.506445+10"
"PDN","0","0","0","0","0"," "," "," "," ","$0.14","2020-08-04 16:46:47.605616+10"
"NSR","","","","","","","","","","","2020-08-04 16:46:48.441826+10"
"PLS","1","0","1","0","4","$0.40","$0.28","$0.20","$0.29","$0.38","2020-08-04 16:46:49.534659+10"
"PGH","2","1","1","0","0","$2.60","$2.53","$2.50","$2.54","$2.07","2020-08-04 16:46:50.11877+10"
"NWL","","","","","","","","","","","2020-08-04 16:46:50.688794+10"
"NWH","","","","","","","","","","","2020-08-04 16:46:50.739657+10"
"PME","1","0","4","0","0","$30.00","$29.83","$24.00","$28.41","$23.73","2020-08-04 16:46:51.03998+10"
"PNV","1","2","2","0","0","$2.90","$2.83","$2.60","$2.79","$2.28","2020-08-04 16:46:51.969976+10"
"PRN","5","1","1","0","0","$2.00","$1.90","$1.35","$1.81","$1.23","2020-08-04 16:46:53.759219+10"
"QAN","7","0","2","0","1","$5.31","$4.60","$3.00","$4.48","$3.26","2020-08-04 16:46:55.832922+10"
"QBE","8","0","1","0","2","$8.96","$8.02","$5.71","$7.73","$10.33","2020-08-04 16:46:58.48994+10"
"QUB","5","1","4","0","1","$3.50","$3.10","$2.45","$3.10","$2.83","2020-08-04 16:46:58.522701+10"
"PPT","3","2","5","0","0","$45.00","$37.62","$33.50","$38.34","$30.79","2020-08-04 16:46:59.064469+10"
"REA","4","1","6","0","1","$126.00","$105.00","$88.76","$104.69","$110.07","2020-08-04 16:47:00.471398+10"
"RHC","6","0","3","1","2","$78.25","$71.60","$56.00","$69.43","$63.96","2020-08-04 16:47:02.875074+10"
"OML","","","","","","","","","","","2020-08-04 16:47:03.303378+10"
"RIO","5","0","0","1","0","$74.79","$69.00","$63.45","$69.08","$105.10","2020-08-04 16:47:05.384675+10"
"RMS","3","0","1","0","0","$2.46","$2.36","$2.00","$2.29","$2.11","2020-08-04 16:47:05.828921+10"
"RRL","2","0","6","2","4","$6.50","$5.50","$4.10","$5.37","$5.82","2020-08-04 16:47:06.483032+10"
"RSG","7","1","1","0","0","$1.57","$1.18","$0.93","$1.18","$1.35","2020-08-04 16:47:07.288997+10"
"RWC","5","2","2","0","1","$3.65","$3.27","$2.65","$3.26","$2.63","2020-08-04 16:47:08.026102+10"
"S32","14","1","2","0","2","$2.10","$1.77","$1.29","$1.74","$2.10","2020-08-04 16:47:09.904706+10"
"SBM","4","0","3","0","1","$4.30","$3.68","$3.00","$3.68","$3.44","2020-08-04 16:47:10.057325+10"
"PDL","","","","","","","","","","","2020-08-04 16:47:12.711689+10"
"SCG","3","0","4","1","1","$3.63","$2.28","$2.04","$2.48","$2.02","2020-08-04 16:47:15.241094+10"
"SCP","1","0","4","0","2","$2.70","$2.22","$1.87","$2.23","$2.21","2020-08-04 16:47:18.877408+10"
"PMV","","","","","","","","","","","2020-08-04 16:47:19.486184+10"
"RDC","","","","","","","","","","","2020-08-04 16:47:22.883869+10"
"SFR","8","1","5","0","1","$6.80","$5.60","$4.50","$5.68","$4.88","2020-08-04 16:47:24.054066+10"
"PTM","","","","","","","","","","","2020-08-04 16:47:25.733068+10"
"SGP","5","0","3","1","0","$4.38","$3.56","$3.16","$3.72","$3.33","2020-08-04 16:47:25.815018+10"
"REG","","","","","","","","","","","2020-08-04 16:47:26.449771+10"
"SHV","2","1","2","0","0","$10.23","$6.60","$6.10","$7.42","$5.75","2020-08-04 16:47:28.330919+10"
"SKC","7","0","2","0","1","$3.50","$3.10","$2.40","$3.07","$2.28","2020-08-04 16:47:30.936931+10"
"SKI","2","1","3","0","0","$2.56","$2.22","$2.03","$2.26","$2.25","2020-08-04 16:47:33.886898+10"
"SOL","0","0","1","0","0","$20.04","$20.04","$20.04","$20.04","$20.12","2020-08-04 16:47:36.718751+10"
"SPK","1","0","2","0","1","$5.00","$4.75","$4.00","$4.63","$4.61","2020-08-04 16:47:42.35661+10"
"STO","10","2","4","0","0","$5.34","$4.49","$3.56","$4.57","$5.56","2020-08-04 16:47:58.608804+10"
"SDF","","","","","","","","","","","2020-08-04 16:48:03.348464+10"
"SUL","0","0","0","0","0"," "," "," "," ","$8.88","2020-08-04 16:48:04.494984+10"
"SGF","","","","","","","","","","","2020-08-04 16:48:06.455377+10"
"SUN","5","0","3","1","2","$11.82","$9.50","$7.60","$9.72","$8.85","2020-08-04 16:48:06.702147+10"
"SVW","4","1","1","0","0","$20.35","$19.02","$16.00","$18.28","$17.30","2020-08-04 16:48:07.07088+10"
"SIQ","","","","","","","","","","","2020-08-04 16:48:11.408713+10"
"SWM","2","1","2","0","0","$0.45","$0.16","$0.10","$0.22","$0.11","2020-08-04 16:48:12.758836+10"
"SIG","","","","","","","","","","","2020-08-04 16:48:13.706928+10"
"TAH","3","1","5","1","2","$5.00","$3.68","$2.60","$3.69","$3.61","2020-08-04 16:48:15.37116+10"
"SLC","","","","","","","","","","","2020-08-04 16:48:18.12868+10"
"SM1","","","","","","","","","","","2020-08-04 16:48:18.217161+10"
"TGR","2","0","0","0","0","$5.35","$4.63","$3.90","$4.63","$3.61","2020-08-04 16:48:20.798692+10"
"VCX","2","0","6","1","1","$1.82","$1.50","$1.28","$1.52","$1.32","2020-08-04 16:48:23.91621+10"
"SSM","","","","","","","","","","","2020-08-04 16:48:26.116032+10"
"WAF","2","1","1","0","0","$1.85","$1.20","$1.00","$1.29","$1.08","2020-08-04 16:48:30.229067+10"
"WEB","4","0","2","0","2","$5.35","$3.80","$2.75","$3.90","$2.74","2020-08-04 16:48:32.860497+10"
"WGX","3","0","0","0","0","$3.25","$2.90","$2.80","$2.98","$2.32","2020-08-04 16:48:37.988922+10"
"WOR","6","3","2","0","1","$13.65","$11.45","$8.40","$11.48","$8.09","2020-08-04 16:48:38.530245+10"
"WBC","0","1","0","0","0","$16.47","$13.22","$9.17","$13.53","$16.79","2020-08-04 16:48:39.774821+10"
"SXL","","","","","","","","","","","2020-08-04 16:48:40.071259+10"
"WOW","5","1","5","0","0","$323.66","$289.82","$244.07","$284.65","$39.92","2020-08-04 16:48:41.038894+10"
"WPL","10","1","5","0","0","$23.67","$17.72","$14.05","$17.45","$20.39","2020-08-04 16:48:43.84074+10"
"WHC","10","1","2","0","2","$4.00","$2.28","$1.30","$2.23","$1.34","2020-08-04 16:48:44.698173+10"
"WSA","7","0","6","1","0","$3.25","$2.68","$2.30","$2.71","$2.47","2020-08-04 16:48:45.689404+10"
"TNE","","","","","","","","","","","2020-08-04 16:48:53.148824+10"
"UMG","","","","","","","","","","","2020-08-04 16:48:54.256748+10"
"ALG","","","","","","","","","","","2020-08-04 16:41:20.897941+10"
"VEA","","","","","","","","","","","2020-08-04 16:48:58.579222+10"
"WPP","","","","","","","","","","","2020-08-04 16:49:07.652989+10"
"Z1P","","","","","","","","","","","2020-08-04 16:49:11.47114+10"
"ABC","2","1","5","2","5","$3.20","$2.20","$1.85","$2.29","$2.25","2020-08-04 17:10:07.839664+10"
"AGL","0","0","4","2","4","$19.35","$16.16","$13.70","$16.23","$17.04","2020-08-04 17:10:07.984845+10"
"AMP","2","0","5","1","2","$2.40","$1.55","$1.20","$1.63","$1.45","2020-08-04 17:10:08.114204+10"
"AD8","4","0","2","0","0","$7.50","$6.13","$4.56","$6.18","$5.16","2020-08-04 17:10:16.065196+10"
"ANZ","8","1","3","0","2","$26.20","$20.55","$12.47","$20.82","$17.51","2020-08-04 17:10:17.957441+10"
"ARB","1","1","2","0","0","$19.70","$19.10","$18.75","$19.18","$19.72","2020-08-04 17:10:18.787845+10"
"AAC","1","0","0","0","0","$1.40","$1.40","$1.40","$1.40","$1.02","2020-08-04 17:10:31.336382+10"
"BEN","1","0","7","2","3","$8.10","$7.00","$4.24","$6.88","$6.77","2020-08-04 17:10:34.755016+10"
"BGA","2","0","3","0","0","$5.90","$5.00","$4.17","$5.12","$4.59","2020-08-04 17:10:40.158738+10"
"CVN","3","0","1","0","0","$0.40","$0.35","$0.30","$0.35","$0.19","2020-08-04 17:10:49.456808+10"
"BRG","5","0","4","1","0","$28.00","$20.00","$14.90","$21.19","$26.27","2020-08-04 17:10:51.929982+10"
"CCL","1","0","9","2","0","$9.85","$9.10","$7.60","$9.10","$8.29","2020-08-04 17:10:56.890349+10"
"CAR","4","0","8","1","1","$20.17","$17.43","$14.58","$17.28","$18.72","2020-08-04 17:10:58.504176+10"
"COH","3","1","4","0","6","$209.41","$192.50","$140.00","$183.30","$197.88","2020-08-04 17:11:10.830656+10"
